revulsion	The cruelty filled her with revulsion.	这种残忍使她充满厌恶。
abecedarian	The course is suitable for an abecedarian.	这门课程适合初学者。
preem	The magazine covered the film's preem.	杂志报道了这部电影的首映。
flamdoodle	He dismissed the advertisement as flamdoodle.	他把那则广告斥为胡吹。
prier	The persistent prier kept asking personal questions.	那个纠缠不休的窥探者不断询问私人问题。
bosk	A rabbit disappeared into the bosk.	一只兔子消失在灌木丛中。
kitsch	The shop sold colourful tourist kitsch.	这家商店出售花哨俗气的旅游纪念品。
vulgarity	The editor objected to the joke's vulgarity.	编辑反对这个笑话的粗俗内容。
fustian	The workers wore sturdy fustian jackets.	工人们穿着结实的粗斜纹棉布夹克。
lullaby	She sang the baby a lullaby.	她给宝宝唱了一首摇篮曲。
poetaster	The critic dismissed him as a poetaster.	评论家把他贬为蹩脚诗人。
sledgehammer	He broke the concrete with a sledgehammer.	他用大锤砸碎了混凝土。
raff	The attic held a raff of broken furniture.	阁楼里堆着一大堆破旧家具。
chump	I felt like a chump after believing him.	相信他之后，我觉得自己像个傻瓜。
latifundium	The latifundium occupied much of the valley.	这座大庄园占据了山谷的大部分土地。
howler	The essay contains an embarrassing howler.	这篇文章里有个令人尴尬的低级错误。
galleon	A Spanish galleon appeared on the horizon.	一艘西班牙大型帆船出现在地平线上。
dolt	He regretted calling his friend a dolt.	他后悔骂朋友是个笨蛋。
succedaneum	The shortage forced them to find a succedaneum.	短缺迫使他们寻找代用品。
fascia	The shop installed a brightly painted fascia.	商店安装了一块色彩鲜艳的门面招牌。
dipsomania	The historical study examined accounts of dipsomania.	这项历史研究考察了有关嗜酒症的记述。
hardihood	Few had the hardihood to challenge him.	很少有人有胆量挑战他。
poltroon	The villain sneered that he was a poltroon.	反派讥笑他是个胆小鬼。
repercussion	The closure had an unexpected economic repercussion.	这次关闭产生了意料之外的经济影响。
imbecility	He deplored the imbecility of the decision.	他痛斥这个决定的愚蠢。
gazetteer	She checked the village name in a gazetteer.	她在地名词典中查了这个村名。
drib	Only a drib of water remained.	只剩下一点点水。
libation	They poured a libation during the ceremony.	他们在仪式上倾酒祭祀。
indigo	She dyed the cloth indigo.	她把布染成了靛蓝色。
mace	The official carried a ceremonial mace.	这位官员手持一根仪式用权杖。
locution	That unusual locution caught my attention.	那种不寻常的措辞引起了我的注意。
philogyny	The essay contrasts philogyny with misogyny.	这篇文章将对女性的喜爱与厌女态度作对比。
eremite	An eremite lived beyond the village.	村外住着一位隐士。
helmsman	The helmsman steered around the rocks.	舵手驾船绕过了礁石。
tecnology	Her historical research explored early writings on tecnology.	她的历史研究探讨了早期关于儿童学的著作。
cark	His letters reveal years of cark and care.	他的信件流露出多年的忧虑与烦恼。
aseptic	The laboratory uses aseptic techniques.	实验室采用无菌操作技术。
impedimenta	We left our bulky impedimenta at camp.	我们把笨重的行装留在营地。
clinquant	The costume glittered with cheap clinquant.	这套服装上的廉价仿金箔闪闪发亮。
libertine	The play follows an ageing libertine.	这部戏讲述了一个逐渐衰老的浪子的故事。
whoosh	The train passed with a whoosh.	火车呼啸而过。
nonconformist	The nonconformist congregation built a chapel.	这个不从国教派的教会建了一座礼拜堂。
wastrel	The family refused to support the wastrel.	家人拒绝继续供养那个败家子。
folderol	She dismissed the elaborate ceremony as folderol.	她把繁琐的仪式视为无聊的折腾。
schismatic	The council condemned the schismatic movement.	宗教会议谴责了这场分裂运动。
fief	The king granted him a small fief.	国王赐给他一小块封地。
loco	A steam loco pulled the carriages.	一台蒸汽机车牵引着车厢。
lampooner	The lampooner mocked the mayor's vanity.	讽刺作家嘲弄了市长的虚荣。
tope	The ancient tope stood above the plain.	那座古老的佛塔矗立在平原之上。
incubation	The eggs require a period of incubation.	这些蛋需要一段孵化时间。
mannequin	The dress was displayed on a mannequin.	裙子展示在一个人体模型上。
sifter	Pass the flour through a sifter.	用筛子筛一下面粉。
gynaecocracy	The novel imagines a peaceful gynaecocracy.	小说想象了一个由女性统治的和平社会。
ectype	The museum owns an ectype of the statue.	博物馆拥有这尊雕像的一件复制品。
integument	The insect's integument forms a protective covering.	昆虫的体被形成了一层保护结构。
proselyte	The new proselyte attended the service.	这位新皈依者参加了礼拜。
haversack	He carried his lunch in a haversack.	他把午餐放在帆布背包里带着。
viaduct	The train crossed a stone viaduct.	火车驶过了一座石制高架桥。
senility	The novel explores fears surrounding senility.	小说探讨了围绕年老衰退的恐惧。
jollity	The room rang with laughter and jollity.	房间里充满了笑声和欢乐。
valediction	She ended the letter with a warm valediction.	她用亲切的告别语结束了信件。
radix	Binary notation uses a radix of two.	二进制记数法使用二作为基数。
gladiator	The gladiator entered the arena.	角斗士走进了竞技场。
rescript	The emperor issued a rescript.	皇帝颁布了一道敕令。
approbation	Her work earned the committee's approbation.	她的工作获得了委员会的赞许。
corona	The eclipse revealed the sun's corona.	日食显露出了太阳的日冕。
immensity	The desert's immensity overwhelmed us.	沙漠的辽阔令我们震撼。
imputation	She rejected any imputation of dishonesty.	她拒绝接受任何不诚实的指责。
wile	He used every wile to gain entry.	他使尽各种诡计想进去。
gangway	Passengers walked carefully along the gangway.	乘客们小心地沿着登船通道走。
preciosity	The critic disliked the novel's preciosity.	评论家不喜欢这部小说刻意雕琢的风格。
fop	The comedy features a vain young fop.	这部喜剧中有一个虚荣的年轻花花公子。
fogram	The satire mocks a stubborn old fogram.	这部讽刺作品嘲弄了一个顽固的守旧老人。
lido	We spent the afternoon at the lido.	我们在露天游泳池度过了下午。
frigidity	The frigidity of her greeting surprised him.	她打招呼时的冷淡让他吃惊。
mistral	A strong mistral swept through the valley.	强劲的密史脱拉风扫过山谷。
seafaring	His family has a long seafaring tradition.	他的家族有悠久的航海传统。
doit	The collector found an old Dutch doit.	收藏者找到了一枚旧荷兰小铜币。
carnation	He wore a white carnation.	他佩戴着一朵白色康乃馨。
decumbence	The illustration shows a posture of decumbence.	插图显示了一种横卧姿势。
candidature	The party endorsed her candidature.	该党支持她参选。
talisman	He carried the stone as a talisman.	他把这块石头当作护身符随身携带。
lacework	Delicate lacework bordered the cloth.	精巧的花边镶在布的边缘。
pomposity	His pomposity made the simple announcement ridiculous.	他装腔作势的样子让这则简单的公告显得可笑。
drollery	Her gentle drollery lightened the mood.	她温和的诙谐活跃了气氛。
masquerade	Everyone wore masks at the masquerade.	化装舞会上每个人都戴着面具。
trepan	The display included an antique trepan.	展品中有一把古老的环钻。
moderator	The moderator invited questions from the audience.	主持人邀请观众提问。
fantasia	The pianist performed a lively fantasia.	钢琴家演奏了一首活泼的幻想曲。
dilapidation	The house showed years of dilapidation.	这所房子显露出多年失修的破败景象。
promiscuity	The essay examines changing attitudes towards promiscuity.	这篇文章考察了人们对性关系混杂现象的态度变化。
farrago	His account was a farrago of rumours.	他的叙述混杂了各种传闻。
scintilla	There was not a scintilla of evidence.	连一丝证据也没有。
purveyance	She supervised the purveyance of food for the camp.	她负责监督营地的食品供应。
fencer	The fencer adjusted her mask.	击剑运动员调整了面罩。
dullsville	Without our friends, the party was dullsville.	没有朋友们在，聚会无聊透了。
sizzler	Yesterday was a real sizzler.	昨天真是个大热天。
paucity	The report noted a paucity of reliable data.	报告指出可靠数据匮乏。
presto	The orchestra launched into a lively presto.	乐队开始演奏一段活泼的急板。
chine	The butcher prepared a chine of pork.	肉贩准备了一块带脊骨的猪肉。
tickler	She added the deadline to her tickler file.	她把截止日期记入了提醒事项档案。
chappy	He seemed a cheerful little chappy.	他看起来是个快活的小家伙。
factotum	The caretaker served as the school's factotum.	管理员在学校里兼做各种杂务。
cleat	Tie the rope around the cleat.	把绳子系在系缆钉上。
carapace	The turtle withdrew beneath its carapace.	乌龟缩进了背甲下面。
geyser	The geyser erupted at dawn.	间歇泉在黎明时喷发了。
griddle	She cooked pancakes on the griddle.	她在平底煎锅上做薄饼。
prix	The restaurant offers a prix fixe menu.	这家餐厅提供固定价格的套餐。
mollycoddle	Do not mollycoddle the children.	不要过分娇惯孩子。
podiatry	She chose to study podiatry.	她选择学习足病学。
contiguity	The map illustrates the contiguity of the estates.	地图显示了这些庄园相互毗邻。
propinquity	Their propinquity encouraged a lasting friendship.	住得近促成了他们长久的友谊。
inoculation	The laboratory recorded the date of inoculation.	实验室记录了接种日期。
talebearer	Nobody trusted the village talebearer.	谁也不信任村里那个搬弄是非的人。
nodus	This contradiction is the nodus of the problem.	这个矛盾是问题的症结。
elitism	The admissions policy drew accusations of elitism.	招生政策招致了精英主义的指责。
incrustation	A thick incrustation covered the pipe.	一层厚厚的垢壳覆盖着管道。
scram	The test simulated an emergency scram.	测试模拟了一次紧急停堆。
purlieus	We explored the city's wooded purlieus.	我们游览了城市附近林木茂盛的地区。
lunacy	Driving that fast here is sheer lunacy.	在这里开那么快简直是疯了。
epigram	She ended with a witty epigram.	她以一句机智的警句收尾。
purgation	The ritual symbolised spiritual purgation.	这个仪式象征着精神净化。
lees	The wine was left on its lees.	酒液留在酒糟上继续陈放。
trammel	Needless rules trammel creative work.	不必要的规则束缚了创造性工作。
denizen	The fox is a familiar denizen of these woods.	狐狸是这片树林中常见的居民。
uptake	The study measured nutrient uptake by roots.	这项研究测量了根系对养分的吸收。
contumacy	The judge criticised his persistent contumacy.	法官批评了他持续拒不服从的态度。
claqueur	The paid claqueur applauded every scene.	受雇的喝彩者每场戏都鼓掌。
infallibility	She made no claim to infallibility.	她没有声称自己绝不会犯错。
corrigendum	The journal published a short corrigendum.	期刊刊登了一份简短的勘误。
gridiron	He cooked the fish on a gridiron.	他在烤架上烤鱼。
interregnum	An interim council governed during the interregnum.	权力空缺期间由临时委员会治理。
inanition	The old report described weakness from inanition.	那份旧报告描述了因缺乏营养而产生的虚弱。
maggot	A maggot wriggled in the rotten fruit.	一只蛆在腐烂的水果中蠕动。
lucubration	His lengthy lucubration filled several notebooks.	他苦心写成的长篇著作写满了几本笔记本。
liberality	Her liberality benefited many young artists.	她的慷慨使许多年轻艺术家受益。
randan	Three rowers took the randan downstream.	三名桨手划着三人艇顺流而下。
jamb	The door scraped against the jamb.	门擦到了门框侧柱。
banister	Hold the banister on the stairs.	上下楼梯时扶着栏杆。
acedia	The monk wrote about his struggle with acedia.	修士写下了自己与精神倦怠作斗争的经历。
slattern	The cruel narrator labels her a slattern.	刻薄的叙述者称她为邋遢女人。
loon	A loon called across the lake.	一只潜鸟的叫声传遍湖面。
gerontology	Her research in gerontology focuses on healthy ageing.	她的老年学研究关注健康老龄化。
dotage	He enjoyed gardening in his dotage.	他在暮年喜欢园艺。
sangfroid	She handled the crisis with remarkable sangfroid.	她以非凡的镇定应对危机。
assize	The historian examined a medieval assize.	历史学家研究了一项中世纪法令。
provender	The barn held ample provender for the horses.	谷仓里储存着充足的马饲料。
spangle	A silver spangle fell from her costume.	一片银色亮片从她的服装上掉落。
fissure	A narrow fissure split the rock.	一道狭窄的裂缝把岩石分开。
glade	We rested in a sunny glade.	我们在阳光明媚的林间空地休息。
tabernacle	The congregation gathered in the tabernacle.	会众聚集在礼拜堂里。
clapper	The bell's clapper struck the metal.	钟舌敲击着金属钟体。
trumpery	The drawers were filled with decorative trumpery.	抽屉里塞满了中看不中用的装饰品。
lien	The document records a lien on the property.	这份文件记录了该房产上的一项留置权。
volubility	His volubility left little room for questions.	他的滔滔不绝几乎不给别人提问的机会。
forwardness	Her unexpected forwardness surprised the guests.	她出人意料的冒失使客人们吃惊。
strum	He began to strum his guitar.	他开始拨弄吉他的琴弦。
scarification	The gardener used scarification to prepare the seeds.	园丁通过破皮处理为播种作准备。
tousle	The breeze will tousle your hair.	微风会吹乱你的头发。
larch	A tall larch stood near the cabin.	小屋附近有一棵高大的落叶松。
travelogue	Her travelogue describes a journey across Peru.	她的游记描述了一次穿越秘鲁的旅行。
splurge	We decided to splurge on a nice dinner.	我们决定奢侈一回，吃顿好晚餐。
expiration	Check the expiration date on the label.	检查标签上的到期日期。
lounger	She rested on a poolside lounger.	她躺在泳池边的躺椅上休息。
riveting	The documentary was absolutely riveting.	这部纪录片非常引人入胜。
mordant	The dyer added a mordant to the bath.	染工往染浴中加入了媒染剂。
methodism	The course examines the history of Methodism.	这门课程研究卫理宗的历史。
captivation	The audience's captivation was evident in their silence.	观众安静的神态显露出他们的着迷。
minuet	The ensemble played a graceful minuet.	乐团演奏了一首优雅的小步舞曲。
lineament	The drawing captures every lineament of her face.	这幅画捕捉到了她面部的每一处轮廓。
ethnography	She conducted an ethnography of the fishing community.	她对这个渔业社区进行了民族志研究。
promptness	We appreciated the promptness of her reply.	我们感谢她迅速回复。
campanology	His interest in bells led him to campanology.	对钟的兴趣使他开始研究钟学。
stencil	Use a stencil to paint the letters.	用镂空模板刷出这些字母。
eclogue	The poet composed a gentle eclogue.	诗人写了一首温柔的田园诗。
tuxedo	He rented a tuxedo for the gala.	他为晚会租了一套晚礼服。
virility	The essay questions traditional symbols of virility.	这篇文章质疑了传统的男子气概象征。
trowel	She planted the seedlings with a trowel.	她用小铲种下幼苗。
concretion	The geologist found a rounded concretion.	地质学家发现了一个圆形结核。
gadfly	The journalist became a gadfly to the administration.	这名记者成了不断督促政府的批评者。
boor	He behaved like a boor at dinner.	他在晚餐时举止粗野。
churl	Only a churl would reject such kindness.	只有粗鲁无礼的人才会拒绝这样的好意。
agronomist	The agronomist examined the damaged crops.	农艺师检查了受损的庄稼。
slaver	The museum documents the voyage of a slaver.	博物馆记录了一艘贩奴船的航程。
nisus	The essay describes a persistent nisus towards improvement.	这篇文章描述了一种不断求进的冲劲。
dastard	The hero refused to flee like a dastard.	主人公拒绝像懦夫一样逃跑。
danseuse	The danseuse rehearsed before dawn.	女芭蕾舞演员在黎明前排练。
seamstress	The seamstress repaired the torn lining.	女裁缝修好了撕破的衬里。
boudoir	The portrait hung in her boudoir.	那幅肖像挂在她的闺房里。
occidental	The exhibit compares oriental and occidental decorative styles.	展览对比了东方与西方的装饰风格。
idolater	The satire portrays him as an idolater of wealth.	讽刺作品把他描绘成一个金钱崇拜者。
iconoclast	The young iconoclast challenged accepted artistic rules.	这位年轻的革新者挑战了公认的艺术规则。
cleavage	The crystal shows a clear cleavage plane.	这颗晶体显示出清晰的解理面。
dermatology	She joined the hospital's dermatology department.	她加入了医院的皮肤科。
hermitage	A small hermitage stood among the trees.	树林中有一处小隐居所。
shammer	The coach soon recognised him as a shammer.	教练很快看出他是在装样子。
cribber	The teacher caught a cribber copying answers.	老师抓到了一个正在抄答案的作弊者。
coble	The fisherman rowed his coble ashore.	渔夫划着平底渔船靠岸。
termagant	The playwright rejected the stereotypical termagant character.	剧作家拒绝采用刻板的泼妇角色。
imminence	The dark clouds suggested the storm's imminence.	乌云表明暴风雨即将来临。
fink	The gang suspected him of being a fink.	那伙人怀疑他是告密者。
semaphore	The sailors exchanged messages by semaphore.	水手们用旗语交换信息。
incipience	The diary records the incipience of their friendship.	日记记录了他们友谊的开端。
condescension	She resented the condescension in his voice.	她反感他语气中居高临下的态度。
numismatist	The numismatist examined the ancient coin.	钱币收藏家仔细察看了那枚古币。
latency	The new connection reduced network latency.	新连接降低了网络延迟。
riffle	Trout gathered below the shallow riffle.	鳟鱼聚集在浅滩下方。
ravishment	The music filled her with ravishment.	这音乐令她心醉神迷。
overmeasure	The generous seller gave us overmeasure.	慷慨的卖家给了我们超过规定数量的货物。
forager	The forager searched the woods for berries.	采食者在树林里寻找浆果。
tonicity	The experiment compared the tonicity of two solutions.	实验比较了两种溶液的张力。
racketeer	The racketeer demanded money from local shops.	敲诈者向当地商店索要钱财。
crag	An eagle nested on the crag.	一只鹰在峭壁上筑巢。
excision	The editor recommended excision of this paragraph.	编辑建议删去这一段。
concision	Her writing is admired for its concision.	她的文笔因简洁而受到赞赏。
funk	He was in a funk before the interview.	面试前他十分恐慌。
holograph	The archive preserves the poet's holograph.	档案馆保存着诗人的亲笔稿。
rashness	His rashness put everyone at risk.	他的轻率让所有人陷入危险。
cloudburst	A sudden cloudburst flooded the street.	突如其来的暴雨淹没了街道。
cantata	The choir rehearsed a new cantata.	合唱团排练了一首新的康塔塔。
recantation	His public recantation surprised his supporters.	他公开撤回前言，使支持者们吃惊。
springe	The bird escaped from the springe.	鸟从套索陷阱中逃脱了。
panoply	The knight wore a glittering panoply.	骑士穿着一整套闪亮的盔甲。
exhortation	Her exhortation encouraged us to persevere.	她的劝勉鼓励我们坚持下去。
defection	His defection weakened the ruling party.	他的叛离削弱了执政党。
magpie	A magpie landed on the fence.	一只喜鹊落在围栏上。
archipelago	We sailed through a tropical archipelago.	我们驶过一片热带群岛。
derangement	The storm caused derangement of the transport system.	暴风雨扰乱了交通系统。
screed	He sent a long screed about office rules.	他发来一篇关于办公室规章的冗长文章。
talkathon	The meeting turned into another talkathon.	会议又变成了一场马拉松式的长谈。
branchia	The diagram labels a single branchia.	图中标出了一片鳃。
frigate	The frigate escorted the merchant ships.	护卫舰为商船护航。
barque	The old barque sailed into harbour.	那艘旧三桅帆船驶入港口。
mulberry	A mulberry tree shaded the courtyard.	一棵桑树为庭院遮阴。
hillbilly	The film challenges the hillbilly stereotype.	这部电影挑战了对山地居民的刻板印象。
abridgment	I read an abridgment of the novel.	我读了这部小说的缩写本。
fomentation	The report alleged deliberate fomentation of unrest.	报告声称有人故意煽动骚乱。
fulmination	His fulmination against waste filled the editorial.	社论充满了他对浪费的猛烈抨击。
mayhem	The escaped goats caused mayhem in the market.	逃出来的山羊在市场里闹得一团糟。
soupcon	Add a soupcon of pepper.	加一点点胡椒。
ambrosia	After the hike, the soup tasted like ambrosia.	徒步之后，这汤喝起来如同仙馔。
theocracy	The novel depicts a strict theocracy.	小说描绘了一个严苛的神权国家。
crudity	The sketch's crudity concealed its careful composition.	素描粗糙的外表掩盖了精心安排的构图。
tyro	As a tyro, she welcomed practical advice.	作为新手，她乐于接受实用的建议。
infliction	The story condemns the needless infliction of pain.	这个故事谴责无谓地施加痛苦。
alms	The charity distributed alms to the poor.	慈善机构向穷人发放救济品。
praxis	The course connects theory with praxis.	这门课程把理论与实践联系起来。
etching	She bought an etching of the old harbour.	她买了一幅描绘旧港口的蚀刻版画。
corroboration	The claim requires independent corroboration.	这个说法需要独立证据佐证。
juggernaut	The small firm became an industrial juggernaut.	这家小公司成长为工业巨头。
intoxicant	The notice prohibits any intoxicant on the premises.	通知禁止在场所内使用任何致醉物。
environs	We explored the town and its environs.	我们游览了小镇及其周边地区。
gigmanity	The essay satirises the values of gigmanity.	这篇文章讽刺了市侩阶层的价值观。
dainty	She arranged dainty cakes on the tray.	她把精致的小蛋糕摆在托盘上。
upholstery	The sofa needs new upholstery.	这张沙发需要换包覆面料和软垫。
reaper	The reaper moved slowly across the field.	收割机缓缓驶过田野。
chiromancy	The exhibition examines the history of chiromancy.	展览探讨了手相术的历史。
tutelary	The shrine honours a tutelary deity.	神龛供奉着一位守护神。
venality	The investigation exposed the official's venality.	调查揭露了那位官员的贪赃受贿。
epistle	He composed a lengthy epistle to his friend.	他给朋友写了一封长信。
canzonet	The singer performed a cheerful canzonet.	歌手唱了一首欢快的小调。
olericulture	The college offers training in olericulture.	学院提供蔬菜栽培培训。
umbrage	She took umbrage at his remark.	她对他的言论感到不快。
decrepitude	The mansion had fallen into decrepitude.	这座宅邸已变得破败不堪。
grig	After the good news, she was merry as a grig.	听到好消息后，她快活极了。
rhinestone	A rhinestone glittered on her shoe.	她鞋上的一颗人造钻石闪闪发光。
fizzle	Without funding, the project may fizzle out.	没有资金，这个项目可能会不了了之。
quadrangle	Students gathered in the college quadrangle.	学生们聚集在学院的方形庭院里。
shyster	The novel's shyster exploits desperate clients.	小说中的奸诈律师利用走投无路的客户牟利。
spall	A small spall broke from the stone.	一小块碎片从石头上崩落。
mortise	The carpenter cut a square mortise.	木匠凿了一个方形榫眼。
desideratum	Reliable access to water is the chief desideratum.	可靠的供水是最迫切的需要。
pylon	A tall pylon carried the power lines.	一座高大的电塔支撑着电线。
muscology	Her fieldwork in muscology focused on forest mosses.	她的苔藓学野外研究集中于森林苔藓。
esurience	The satire exposes his endless esurience for wealth.	这部讽刺作品揭露了他对财富无止境的贪欲。
palaver	After much palaver, we finally agreed.	经过一番冗长的商谈，我们终于达成一致。
sourpuss	Don't be a sourpuss all evening.	别一晚上都拉着脸。
azure	The boat crossed an azure bay.	船驶过一片蔚蓝的海湾。
naivety	Her naivety made the deception easier.	她的天真让欺骗更容易得逞。
surcease	He found brief surcease from worry in music.	他从音乐中得到片刻的解忧。
mort	The horn sounded the mort.	号角吹响了猎物已死的信号。
verdigris	Verdigris covered the old copper roof.	铜绿覆盖了那片旧铜屋顶。
sluggard	The fable warns the sluggard to prepare for winter.	寓言告诫懒汉为冬天作准备。
jettison	The crew had to jettison some cargo.	船员不得不抛弃部分货物。
demesne	The manor's demesne included an orchard.	庄园的自营地包括一片果园。
speciosity	The argument's speciosity concealed its logical flaws.	这个论证貌似合理的外表掩盖了逻辑缺陷。
vestment	The priest wore an embroidered vestment.	神父穿着一件绣花法衣。
dirge	The musicians played a solemn dirge.	乐手们演奏了一首庄严的哀乐。
circumlocution	Please answer directly, without circumlocution.	请直接回答，不要绕弯子。
bagatelle	She played a charming little bagatelle.	她弹了一首迷人的小曲。
contravention	The report recorded a contravention of the rules.	报告记录了一次违规行为。
mothball	A mothball rolled out of the drawer.	一颗樟脑球从抽屉里滚了出来。
mansuetude	The animal's mansuetude surprised its handlers.	这只动物的温顺让饲养员们感到意外。
lackluster	The team gave a lackluster performance.	这支队伍的表现平淡无奇。
contumely	She endured their contumely with dignity.	她有尊严地忍受了他们的侮辱。
wold	Sheep grazed on the open wold.	羊群在开阔的丘陵上吃草。
groveler	The satire mocks a shameless groveler.	这部讽刺作品嘲弄了一个无耻的逢迎者。
picayunish	His picayunish objections delayed the meeting.	他那些斤斤计较的反对意见拖延了会议。
iota	There is not an iota of truth in that story.	那个故事没有半点真实性。
inroad	The new company made an inroad into the market.	这家新公司开始打入市场。
minutia	She checked every minutia of the plan.	她检查了计划的每一个细节。
sleave	The basket held a tangle of sleave.	篮子里放着一团乱丝。
prelibation	The tasting offered a prelibation of the feast.	这次品尝让人提前领略了盛宴的滋味。
mopery	The old ordinance threatened punishment for mopery.	那项旧条例以处罚威胁闲荡者。
parquetry	Intricate parquetry covered the ballroom floor.	舞厅地面铺着精巧的镶木地板。
hydrant	Firefighters connected a hose to the hydrant.	消防员把水管接到消防栓上。
noggin	He poured a noggin of cider.	他倒了一小杯苹果酒。
filly	The young filly followed her mother.	小母马跟在母亲后面。
gosling	A gosling paddled beside the reeds.	一只小鹅在芦苇旁划水。
huckster	A huckster sold fruit by the gate.	一个小贩在门边卖水果。
maisonette	They rented a small maisonette.	他们租了一套小型复式住宅。
crotchet	The teacher pointed to a crotchet on the score.	老师指着乐谱上的一个四分音符。
conte	The anthology opens with a witty conte.	这部选集以一个机智的小故事开篇。
storiette	The magazine published a charming storiette.	杂志刊登了一篇迷人的小故事。
imp	The little imp hid my slippers.	那个小淘气藏起了我的拖鞋。
chit	Keep the chit as proof of payment.	保留这张小票作为付款凭证。
elf	An elf guarded the enchanted forest.	一个精灵守护着魔法森林。
madrigal	The singers rehearsed a Renaissance madrigal.	歌手们排练了一首文艺复兴时期的牧歌。
ringlet	A dark ringlet fell across her forehead.	一绺黑色卷发垂在她额前。
longueur	The editor cut a longueur from the middle chapter.	编辑删去了中间一章的一段冗长乏味的文字。
flasket	She filled a small flasket with oil.	她往一个细颈小瓶里装了油。
cynosure	The brilliant dancer became the cynosure of all eyes.	那位出色的舞者成为所有人瞩目的焦点。
yeanling	A yeanling stumbled beside its mother.	一只小羊踉跄地走在母亲身旁。
wherry	The boatman rowed the wherry across the river.	船夫划着小渡船过河。
gruntling	A tiny gruntling followed the sow.	一只小猪跟在母猪后面。
preceptor	Her preceptor offered patient guidance.	她的导师耐心地给予指导。
hawker	A hawker called out the price of oranges.	一个小贩大声叫卖橙子。
vamp	The cobbler replaced the shoe's worn vamp.	鞋匠换掉了鞋子磨损的鞋面。
neodoxy	The historian traced the rise of this neodoxy.	历史学家追溯了这一新学说的兴起。
cuirass	The soldier wore a polished cuirass.	士兵穿着一件擦亮的胸甲。
gander	A gander hissed at the visitor.	一只雄鹅向访客发出嘶嘶声。
monasticism	The course explores medieval monasticism.	这门课程探讨中世纪的修道制度。
hector	He would hector anyone who disagreed.	他会威吓任何与他意见不合的人。
encomiast	The royal encomiast praised the king's victories.	王室颂词作者赞扬了国王的胜利。
shindy	The argument turned into a noisy shindy.	争论变成了一场喧闹的争吵。
pother	What is all this pother about?	你们这般大惊小怪是为了什么？
scarp	The path follows a steep scarp.	小径沿着陡峭的坡崖延伸。
florilegium	She compiled a florilegium of medieval poetry.	她编了一部中世纪诗歌选集。
troglodyte	The story follows a solitary troglodyte.	故事讲述了一位孤独的穴居者。
flax	The farmer grows flax for linen.	农民种植亚麻来制作亚麻布。
retardant	The fabric contains a flame retardant.	这种织物含有阻燃剂。
acrimony	They parted without bitterness or acrimony.	他们分手时没有怨恨或恶语相向。
dryasdust	The lively historian was no dryasdust.	这位生动有趣的历史学家绝非枯燥的书呆子。
souse	She prepared a traditional pork souse.	她做了一道传统的腌猪肉。
razzle	The show offered plenty of razzle and sparkle.	这场表演充满了令人眼花缭乱的热闹场面。
honk	We heard the honk of a goose.	我们听见了一只鹅的叫声。
sampler	The sampler drew water from the lake.	取样器从湖中抽取水样。
truculence	His truculence made calm discussion impossible.	他的好斗使平静讨论变得不可能。
spelunker	The spelunker checked her headlamp.	洞穴探险者检查了头灯。
nocturne	She played a quiet nocturne.	她演奏了一首宁静的夜曲。
scantling	Only a scantling of food remained.	只剩下一点点食物。
tiff	They had a small tiff over dinner.	他们吃饭时拌了几句嘴。
farrow	The sow produced a healthy farrow.	母猪产下了一窝健康的小猪。
afflatus	The poet waited for a fresh afflatus.	诗人等待着新的灵感。
sciolism	His confident claims revealed mere sciolism.	他自信的断言暴露了他的一知半解。
stiletto	The exhibit included an ornate stiletto.	展品中有一把装饰华丽的细匕首。
vesture	The portrait shows the monarch's ceremonial vesture.	肖像展示了君主的礼服。
empathy	She listened with genuine empathy.	她怀着真诚的同理心倾听。
hustings	The candidates debated at the hustings.	候选人在竞选集会上辩论。
gudgeon	The trickster sought another gullible gudgeon.	骗子又在寻找一个容易上当的人。
tinder	Dry bark makes useful tinder.	干树皮是有用的引火物。
discography	The book includes a complete discography.	这本书附有完整的唱片目录。
leer	His unpleasant leer made her uncomfortable.	他令人厌恶的色眯眯目光使她不自在。
potation	The host offered a warming potation.	主人奉上了一杯暖身的饮料。
subreption	The grant was obtained through subreption.	这笔拨款是通过隐瞒事实取得的。
aeon	The rocks formed over an aeon.	这些岩石经历漫长年代形成。
specter	A pale specter appeared in the story.	故事中出现了一个苍白的幽灵。
harangue	The meeting ended with an angry harangue.	会议以一番愤怒的长篇训斥告终。
stodge	She wanted fresh fruit, not heavy stodge.	她想吃新鲜水果，而不是油腻难消化的食物。
spinosity	The cactus's spinosity discouraged the curious child.	仙人掌浑身的刺让好奇的孩子却步。
plumule	A small plumule emerged from the seed.	一枚小胚芽从种子中长出。
puerility	The critic objected to the film's puerility.	评论家不满这部电影的幼稚。
crimp	Use the tool to crimp the metal edge.	用工具把金属边缘压出褶皱。
delectation	The musicians played for our delectation.	乐手们为我们演奏助兴。
infatuation	His infatuation faded over the summer.	他的迷恋在夏天渐渐消退。
fatuity	The satire exposes the fatuity of their boasting.	这部讽刺作品揭露了他们吹嘘行为的愚蠢。
panache	She delivered the speech with panache.	她的演讲潇洒自信。
ombrometer	The observer emptied the ombrometer after the storm.	暴风雨后，观测员倒空了雨量计。
hummock	We rested on a grassy hummock.	我们在一个长满草的小丘上休息。
cornet	He plays cornet in the brass band.	他在铜管乐队吹短号。
stipulation	We agreed, with one important stipulation.	我们同意了，但有一个重要条件。
